0207A219-2-014-a.xml	49	errors;correct_συμφωνία;γένος	active	Η
0207A219-2-014-a.xml	36	errors;κειμ;αναφορά_κλιτικό;αντ_κλ	active	το
0207A219-2-014-a.xml	55	errors;correct_συμφωνία;πτώση	active	η
0207A219-2-014-a.xml	59	errors;correct_συμφωνία;πτώση	active	ο
0207A219-2-014-a.xml	35	errors;ορθ;πεζ	active	τη
0207A219-2-014-a.xml	46	errors;αρθ;αορ;α-αντι	active	ενα
0207A219-2-014-a.xml	33	errors;κειμ;συνδ;παρ-παρ	active	η
0207A219-2-014-a.xml	64	errors;correct_συμφωνία;πτώση	active	το
0314A002-3-002-ab.xml	78	errors;correct_συμφωνία;πτώση	active	ενα
0314A002-3-002-ab.xml	82	errors;correct_συμφωνία;πτώση	active	το
0314A002-3-002-ab.xml	86	errors;correct_συμφωνία;πτώση	active	το
0314A002-3-002-ab.xml	90	errors;correct_συμφωνία;πτώση	active	η
0314A002-3-002-ab.xml	94	errors;correct_συμφωνία;πτώση	active	η
0314A002-3-002-ab.xml	98	errors;correct_συμφωνία;πτώση	active	τα
0314A002-3-002-ab.xml	102	errors;correct_συμφωνία;πτώση	active	η
0314A002-3-002-ab.xml	106	errors;correct_συμφωνία;πτώση	active	ενας
0314A002-3-002-ab.xml	108	errors;correct_συμφωνία;γένος	active	ο
0314A002-3-002-ab.xml	113	errors;correct_συμφωνία;πρόσωπο	active	το
0314A002-3-002-ab.xml	76	errors;στιξ;στ-παρ	active	ο
0937A702-2-011-b.xml	40	errors;correct_συμφωνία;πτώση	active	τους
0937A702-2-011-b.xml	44	errors;correct_συμφωνία;πτώση	active	ενα
0937A702-2-011-b.xml	48	errors;correct_συμφωνία;πτώση	active	το
0937A702-2-011-b.xml	52	errors;correct_συμφωνία;πτώση	active	μια
0626A008-3-021-a.xml	4	errors;συμφ;σ-γεν	active	της
0626A008-3-021-a.xml	45	errors;correct_συμφωνία;πρόσωπο	active	μια
0626A008-3-021-a.xml	50	errors;correct_συμφωνία;πτώση	active	η
0626A008-3-021-a.xml	54	errors;correct_συμφωνία;πτώση	active	ενας
0626A008-3-021-a.xml	58	errors;correct_συμφωνία;πτώση	active	Η
0626A008-3-021-a.xml	62	errors;correct_συμφωνία;αριθμός	active	ενας
0626A008-3-021-a.xml	28	errors;πτω;πτω-αντ	active	η
0626A008-3-021-a.xml	67	errors;correct_συμφωνία;πτώση	active	της
0626A008-3-021-a.xml	71	errors;correct_συμφωνία;πτώση	active	ο
0626A008-3-021-a.xml	75	errors;correct_συμφωνία;πτώση	active	τη
0626A008-3-021-a.xml	79	errors;correct_συμφωνία;πτώση	active	το
0626A008-3-021-a.xml	40	errors;συμφ;σ-γεν	active	της
0419B003-3-021-b.xml	45	errors;correct_συμφωνία;πρόσωπο	active	το
0419B003-3-021-b.xml	49	errors;correct_συμφωνία;πτώση	active	την
0419B003-3-021-b.xml	53	errors;correct_συμφωνία;πτώση	active	η
0419B003-3-021-b.xml	57	errors;correct_συμφωνία;πτώση	active	οι
0419B003-3-007-a.xml	1	errors;τον;τ-παρ	active	ενα
0419B003-3-007-a.xml	24	errors;correct_συμφωνία;πτώση	active	μια
0419B003-3-007-a.xml	48	errors;correct_συμφωνία;πτώση	active	τα
0419B003-3-007-a.xml	30	errors;συμφ;σ-γεν	active	το
0419B003-3-007-a.xml	32	errors;συμφ;σ-γεν	active	το
0419B003-3-007-a.xml	38	errors;γεν	active	το
0419B003-3-007-a.xml	52	errors;correct_συμφωνία;πτώση	active	τα
0419B003-3-007-a.xml	43	errors;γεν	active	το
0523A004-2-009-a.xml	50	errors;correct_συμφωνία;γένος	active	ενα
0523A004-2-009-a.xml	36	errors;τον;τ-παρ	active	ενα
0523A004-2-009-a.xml	55	errors;correct_συμφωνία;πτώση	active	το
0523A004-2-009-a.xml	58	errors;correct_συμφωνία;πρόσωπο	active	μια
0523A004-2-009-a.xml	45	errors;κειμ;αναφορά_κλιτικό;αντ_κλ	active	της
0523A004-2-009-a.xml	63	errors;correct_συμφωνία;αριθμός	active	ενα
0523A004-2-009-a.xml	66	errors;correct_συμφωνία;πρόσωπο	active	το
0523A004-2-009-a.xml	20	errors;ν	active	τη
0523A004-2-009-a.xml	41	errors;συμφ;σ-γεν	active	του
0523A004-2-009-a.xml	71	errors;correct_συμφωνία;πτώση	active	η
0523A004-2-009-a.xml	21	errors;συμφ;σ-αρι	active	του
0523A004-2-009-a.xml	75	errors;correct_συμφωνία;αριθμός	active	το
0523A004-2-009-a.xml	32	errors;ορθ;ο-ορια_λεξ	active	τη
0207A204-3-001-a.xml	77	errors;correct_συμφωνία;γένος	active	ενα
0207A204-3-001-a.xml	87	errors;correct_συμφωνία;πτώση	active	ενα
0207A204-3-001-a.xml	83	errors;correct_συμφωνία;πτώση	active	τα
0207A204-3-001-a.xml	46	errors;συμφ;σ-γεν	active	της
0207A204-3-001-a.xml	44	errors;correct_συμφωνία;πτώση	active	η
0207A204-3-001-a.xml	6	errors;ορθ;ο-γραμ	active	τον
0207A204-3-001-a.xml	51	errors;correct_συμφωνία;πτώση	active	μια
0207A204-3-001-a.xml	90	errors;correct_συμφωνία;πτώση	active	μια
0207A204-3-001-a.xml	55	errors;correct_συμφωνία;πτώση	active	η
0207A204-3-001-a.xml	94	errors;correct_συμφωνία;γένος	active	ενας
0207A204-3-001-a.xml	59	errors;correct_συμφωνία;πτώση	active	την
0207A204-3-001-a.xml	63	errors;correct_συμφωνία;πτώση	active	η
0207A204-3-001-a.xml	67	errors;correct_συμφωνία;πτώση	active	την
0207A204-3-001-a.xml	71	errors;correct_συμφωνία;πτώση	active	ο
0207A204-3-001-a.xml	75	errors;correct_συμφωνία;πτώση	active	την
0523A004-3-008-b.xml	31	errors;correct_συμφωνία;πρόσωπο	active	το
0523A004-3-008-b.xml	36	errors;correct_συμφωνία;πτώση	active	μια
0523A004-3-008-b.xml	40	errors;correct_συμφωνία;πτώση	active	τα
0523A004-3-008-b.xml	44	errors;correct_συμφωνία;πτώση	active	τα
0523A004-3-008-b.xml	48	errors;correct_συμφωνία;πτώση	active	η
0207B203-3-017-a.xml	35	errors;correct_συμφωνία;πτώση	active	ενα
0207B203-3-017-a.xml	66	errors;correct_συμφωνία;πτώση	active	το
0207B203-3-017-a.xml	80	errors;correct_συμφωνία;πρόσωπο	active	μια
0207B203-3-017-a.xml	93	errors;correct_συμφωνία;πρόσωπο	active	τα
0207B203-3-017-a.xml	98	errors;correct_συμφωνία;πτώση	active	η
0207B203-3-017-a.xml	102	errors;correct_συμφωνία;αριθμός	active	τα
0207B203-3-017-a.xml	106	errors;correct_συμφωνία;πτώση	active	ενας
